ProbeID	1 Avg_ctrl	1 Avg_treat	1 FoldChange	1 Rank_modT	1 Rank_WAD	1 RP_origPvalue	1 RP_correctedPvalue	1 Rank_RP	1 DEG	Homolog_GID
POPTR_0003s12700.1	36.2123967	16.03675634	-2.258087354	615	849	0.0013	0.045357664	294	DEG	AT4G23100.3
POPTR_0002s19640.1	260.078878	107.9229499	-2.409857015	1347	96	5.00E-04	0.031866667	175	DEG	AT2G47360.1
POPTR_0011s02930.1	15.40135006	7.187173488	-2.142893877	59	2145	0.0011	0.043454545	270	DEG	AT3G47810.1
POPTR_0007s11190.1	58.12026557	13.25824217	-4.383708248	26	185	0	0	23	DEG	AT3G50630.1
POPTR_0003s15240.1	24.84279435	63.78875544	2.567696473	369	350	3.00E-04	0.020782609	96	DEG	---
POPTR_0005s25670.2	20.95869586	59.81665398	2.854025575	217	304	1.00E-04	0.01195	55	DEG	AT4G16310.1
POPTR_0002s10180.1	5577.583576	2620.430062	-2.128499309	100	28	0.0012	0.044465116	283	DEG	AT4G09060.1
POPTR_0005s21720.2	392.7785851	4.063732469	-96.65463663	5148	103	6.00E-04	0.034142857	193	DEG	AT1G76710.1
POPTR_0003s16480.1	29.08099021	122.6852165	4.218742747	127	77	0	0	29	DEG	AT5G50850.1
POPTR_0002s10290.1	22.19256455	9.61591745	-2.307898822	1155	1502	0.0015	0.0478	321	DEG	AT4G24380.1
POPTR_0003s08970.1	30.66002408	173.7620706	5.667382066	422	25	0	0	30	DEG	AT3G02890.1
POPTR_0005s05120.1	26.88604535	8.210227531	-3.274701614	913	728	1.00E-04	0.015933333	69	DEG	AT5G28060.1
POPTR_0001s20460.1	78.52712055	28.37333399	-2.767638114	83	266	3.00E-04	0.026072727	139	DEG	AT2G19460.1
POPTR_0005s05040.1	70.99170657	30.77022236	-2.307156111	49	403	8.00E-04	0.03824	235	DEG	AT4G14880.4
POPTR_0003s17900.1	136.5348257	371.198773	2.718711297	713	55	2.00E-04	0.017071429	76	DEG	AT5G10970.1
POPTR_0004s18030.1	18.8800764	59.28431654	3.140046432	729	230	0	0	33	DEG	AT4G35000.1
POPTR_0003s20940.1	1219.839232	2620.430062	2.148176573	206	41	0.0011	0.03729078	223	DEG	AT3G13490.1
POPTR_0002s04180.1	54.7273268	26.45312581	-2.068841588	1853	501	0.0013	0.045028986	290	DEG	AT4G14420.1
POPTR_0016s04270.1	149.0358921	66.11696512	-2.25412482	114	241	9.00E-04	0.03946789	248	DEG	AT2G41540.2
POPTR_0013s04760.1	68.06560986	147.2064979	2.162714742	89	255	0.001	0.036769231	217	DEG	AT1G54870.1
POPTR_0012s04250.1	60.18395899	20.46030227	-2.941499015	188	280	2.00E-04	0.023317073	116	DEG	AT3G17910.1
POPTR_0001s39350.1	8.700223308	25.1483754	2.890543669	736	978	3.00E-04	0.019916667	92	DEG	AT1G78630.1
POPTR_0010s12080.1	169.6104873	57.75422818	-2.93676312	1101	105	2.00E-04	0.022761905	112	DEG	AT2G01570.1
POPTR_0003s19480.1	170.4615614	77.10086943	-2.210890262	919	203	0.0011	0.042403226	266	DEG	AT1G08315.1
POPTR_0008s10810.1	104.3800145	225.4187604	2.159596944	41	192	0.001	0.03648855	215	DEG	AT1G10240.1
POPTR_0003s10430.1	54.7273268	147.802938	2.700715467	1196	200	6.00E-04	0.02868	154	DEG	AT4G34660.1
POPTR_0015s04950.1	79.1645269	175.6973473	2.2193949	67	219	8.00E-04	0.033840708	191	DEG	AT3G17830.1
POPTR_0001s38820.1	19.9052623	7.338191281	-2.712557024	9	1232	3.00E-04	0.024724138	127	DEG	---
POPTR_0002s17560.1	74.17213683	149.42758	2.0146053	344	344	0.0019	0.049901099	334	DEG	AT3G61860.1
POPTR_0005s12530.1	130.5198631	44.17042058	-2.95491556	8	132	2.00E-04	0.021727273	102	DEG	AT5G66760.1
POPTR_0001s27260.1	15.04487246	38.8825904	2.584441344	168	592	3.00E-04	0.01912	86	DEG	AT3G63520.1
POPTR_0001s45360.3	17.88851116	38.13523112	2.131828119	542	858	0.0014	0.043174194	269	DEG	AT1G32900.1
POPTR_0004s23250.1	107.0445612	378.7800659	3.538526962	845	19	0	0	43	DEG	AT1G09810.1
POPTR_0017s11820.2	209.862799	58.32657953	-3.598064565	184	59	1.00E-04	0.014058824	62	DEG	AT5G39840.1
POPTR_0001s08790.1	12.37037736	5.580180905	-2.216841635	45	2743	9.00E-04	0.038410714	237	DEG	AT1G12650.1
POPTR_0010s18400.3	18.43262306	8.663516347	-2.127614507	310	1742	0.0013	0.044385714	282	DEG	AT1G54350.1
POPTR_0010s24110.1	12.18326675	38.28889594	3.142744613	38	453	1.00E-04	0.010391304	49	DEG	AT5G03730.1
POPTR_0015s03440.2	259.8532519	597.0973863	2.297825338	1055	100	0.0012	0.039020408	243	DEG	AT5G07830.1
POPTR_0005s20450.2	60.7237711	124.6126834	2.052123595	119	354	0.0015	0.043454545	272	DEG	AT1G77290.1
POPTR_0012s13410.1	24.57032319	9.918614609	-2.477193052	1616	1323	0.0016	0.048713376	328	DEG	AT5G07270.1
POPTR_0017s03620.1	48.43995329	104.0907129	2.148860719	51	355	0.0011	0.037028169	219	DEG	---
POPTR_0003s11850.1	68.1213281	196.0971164	2.87864494	7	106	1.00E-04	0.010170213	48	DEG	AT3G58630.1
POPTR_0009s12080.1	120.764125	38.92095774	-3.102804556	21	121	1.00E-04	0.026555556	141	DEG	AT4G39230.1
POPTR_0012s02560.1	53.20720238	200.3618154	3.765689727	43	54	0	0	1	DEG	AT3G26100.2
POPTR_0017s12800.1	179.5501638	68.04072427	-2.638863206	780	117	5.00E-04	0.034637681	198	DEG	AT3G02090.1
POPTR_0008s22810.1	855.3998388	305.1869884	-2.802871261	1265	44	6.00E-04	0.03585	209	DEG	AT2G39090.1
POPTR_0003s20980.1	9.713792422	36.1696956	3.723540099	12	417	0	0	3	DEG	AT1G55360.1
POPTR_0001s16160.1	10.3325107	29.50332046	2.855387361	103	669	1.00E-04	0.015419355	67	DEG	AT3G14360.1
POPTR_0012s11280.2	21.24250704	6.212683665	-3.419215943	2040	1453	5.00E-04	0.034142857	192	DEG	AT5G07330.1
POPTR_0001s16880.1	1239.76347	4294.406839	3.46389206	94	7	1.00E-04	0.0149375	65	DEG	AT1G54150.1
POPTR_0011s11850.1	68.74589844	32.02778352	-2.146445707	6814	336	7.00E-04	0.038022727	232	DEG	AT3G14620.1
POPTR_0001s42970.1	272.9086808	127.3850832	-2.142391196	374	169	0.0012	0.045165354	292	DEG	AT1G79040.1
POPTR_0003s21400.1	433.9085805	1527.49146	3.520307108	5	12	0	0	7	DEG	AT1G11880.1
POPTR_0013s12220.1	41.83916655	107.6993894	2.574128461	31	225	3.00E-04	0.02240625	107	DEG	AT3G58600.1
POPTR_0004s08450.1	78.49111267	34.87340871	-2.250743921	607	420	0.0012	0.0448125	287	DEG	AT1G48480.1
POPTR_0016s10060.1	199.5341179	77.59343864	-2.571533385	3365	86	5.00E-04	0.033661972	189	DEG	AT3G54000.1
POPTR_0006s00420.1	5.892245761	46.83752973	7.94901157	6306	922	7.00E-04	0.032803922	182	DEG	AT4G17180.1
POPTR_0008s11820.1	88.62111603	297.0197321	3.351568401	16	49	1.00E-04	0.014058824	61	DEG	AT3G25860.1
POPTR_0001s24440.1	96.61956185	268.4332244	2.778249242	1747	76	3.00E-04	0.021727273	101	DEG	AT5G59305.1
POPTR_0014s07290.2	25.37264286	6.958875303	-3.646083851	64	706	1.00E-04	0.020782609	95	DEG	AT4G10150.1
POPTR_0006s02530.2	40.45964507	16.6298321	-2.432955716	403	663	8.00E-04	0.039833333	252	DEG	AT1G72680.1
POPTR_0004s08470.1	1064.104787	476.7213685	-2.232131508	197	63	9.00E-04	0.040205607	256	DEG	AT5G15330.1
POPTR_0013s06060.2	155.6527725	130.6835402	-1.19106639	13901	297	0.001	0.037936508	231	DEG	AT2G02760.1
POPTR_0013s02780.1	69.34422581	19.97328878	-3.471848155	28	202	1.00E-04	0.01912	84	DEG	AT5G27380.1
POPTR_0018s13550.1	35.89879847	83.49104977	2.325733822	665	359	8.00E-04	0.034763636	200	DEG	AT2G17220.1
POPTR_0005s16300.1	18.6784475	40.29611381	2.157358839	1179	842	0.0017	0.04808284	322	DEG	AT3G19770.1
POPTR_0007s04870.1	96.00768439	46.27128412	-2.074886967	432	375	0.0013	0.046373134	306	DEG	AT3G05270.2
POPTR_0010s02080.1	14.23681389	5.228741611	-2.722799279	1945	2589	0.0013	0.04602963	303	DEG	AT2G28290.1
POPTR_0012s12420.1	226.9212854	84.96622749	-2.670723323	18	107	3.00E-04	0.027056604	146	DEG	AT5G15740.1
POPTR_0005s20540.1	1223.48628	487.2945065	-2.5107738	2798	13	2.00E-04	0.025837838	137	DEG	AT1G21590.1
POPTR_0002s03470.1	293.4854345	163.307382	-1.797135138	10591	165	0.0011	0.044559322	285	DEG	AT1G75350.1
POPTR_0001s14780.1	450.2109717	178.5010433	-2.522175576	1063	73	5.00E-04	0.032739726	181	DEG	AT5G10970.1
POPTR_0014s16420.1	68.91325281	19.90717497	-3.461729396	19	204	1.00E-04	0.017703704	78	DEG	AT3G07750.2
POPTR_0018s11870.1	645.1375427	1449.407255	2.246663942	42	51	7.00E-04	0.032173077	177	DEG	AT1G63270.1
POPTR_0005s09250.2	47.5005146	125.5892183	2.6439549	548	201	4.00E-04	0.023036145	113	DEG	AT5G23280.1
POPTR_0003s08700.1	43.96376871	131.0036288	2.979808888	117	116	1.00E-04	0.012918919	58	DEG	AT1G32440.1
POPTR_0014s10880.2	49.22254356	114.8257695	2.332788215	159	273	6.00E-04	0.029265306	158	DEG	AT1G02520.1
POPTR_0011s11840.1	39.40456992	14.21732942	-2.771587318	318	567	3.00E-04	0.026555556	144	DEG	AT3G14620.1
POPTR_0001s11920.1	706.9347825	5.056452477	-139.8084499	5032	37	4.00E-04	0.029875	163	DEG	---
POPTR_0002s08830.1	64.74882951	30.53874364	-2.120219164	738	480	0.0011	0.043816667	275	DEG	AT2G25710.1
POPTR_0016s05310.1	379.2350765	111.8842889	-3.38952931	68	34	1.00E-04	0.016482759	72	DEG	AT3G57670.1
POPTR_0003s08300.1	18.07655849	56.650482	3.133919657	3248	534	0.0014	0.043738562	274	DEG	AT4G17640.2
POPTR_0003s13340.1	159.3930385	18.17499661	-8.769907471	327	32	0	0	22	DEG	AT4G23630.1
POPTR_0014s06710.1	40.20193291	9.871727988	-4.072431185	4434	758	0.0015	0.048120805	323	DEG	AT2G45460.2
POPTR_0009s04350.2	34.05440746	120.1265935	3.527490346	1021	93	0	0	26	DEG	AT5G59050.1
POPTR_0046s00230.1	12.36444492	6.030246326	-2.050404619	77	2897	0.0016	0.049662338	333	DEG	AT4G27680.1
POPTR_0001s28680.1	9.332198117	27.31880445	2.927370819	370	839	2.00E-04	0.018037736	80	DEG	AT5G58560.1
POPTR_0006s03100.1	21.94146407	49.14431543	2.239791988	337	610	0.001	0.037054264	220	DEG	AT5G19750.1
POPTR_0006s19890.1	30.04009781	86.19402769	2.869299169	44	229	2.00E-04	0.017381818	77	DEG	AT5G57990.1
POPTR_0014s09560.1	64.58815897	32.29732528	-1.999799005	4438	337	0.0015	0.047483444	318	DEG	AT2G46530.1
POPTR_0006s07110.1	67.49528644	25.25811768	-2.672221552	822	330	5.00E-04	0.031447368	173	DEG	---
POPTR_0009s08380.2	14.37249342	41.92034224	2.916706309	368	413	1.00E-04	0.011116279	52	DEG	AT5G64460.1
POPTR_0009s04250.1	483.5399568	174.318508	-2.773887652	861	50	3.00E-04	0.025607143	135	DEG	AT5G59160.1
POPTR_0017s08590.1	21.69932996	45.27222937	2.086342272	66	719	0.0012	0.039558621	250	DEG	AT4G13870.2
POPTR_0005s03490.1	41.8600621	18.91301035	-2.213294517	71	693	9.00E-04	0.039109091	244	DEG	AT1G27170.2
POPTR_0015s03440.1	66.49057633	187.7141115	2.823168663	625	134	3.00E-04	0.020197183	93	DEG	AT5G07830.1
POPTR_0004s23560.1	72.79168208	31.94465264	-2.278681284	36	402	8.00E-04	0.037126214	221	DEG	AT1G57680.1
POPTR_0005s11290.1	825.0035995	1888.873618	2.289533791	172	36	7.00E-04	0.031866667	176	DEG	AT2G17800.2
POPTR_0009s04910.1	119.1621466	27.13707678	-4.391119485	1600	33	0	0	37	DEG	AT2G29700.1
POPTR_0008s16780.1	37.42289296	90.30347191	2.413054277	116	302	5.00E-04	0.025157895	133	DEG	AT3G23325.1
POPTR_0004s23820.1	109.4684756	32.97870776	-3.319368255	3076	256	0.0014	0.046151724	305	DEG	AT2G02560.2
POPTR_0013s10420.1	41.26946056	86.07381727	2.085654043	339	414	0.0012	0.039287671	246	DEG	AT1G22810.1
POPTR_0015s13600.1	33.24879674	74.94622446	2.25410336	154	399	8.00E-04	0.03354386	188	DEG	AT5G51940.1
POPTR_0009s04720.1	82.83014769	31.31577342	-2.644997668	299	288	5.00E-04	0.031038961	169	DEG	AT2G38080.1
POPTR_0006s24260.1	16.50782309	43.51106611	2.635784613	32	510	3.00E-04	0.019378378	87	DEG	AT5G11950.1
POPTR_0006s04560.1	25.61775239	8.641617304	-2.964462726	1325	1003	5.00E-04	0.030641026	167	DEG	AT2G41530.1
POPTR_0001s29480.1	407.0190878	122.6883248	-3.317504649	72	38	1.00E-04	0.014484848	64	DEG	AT4G33690.1
POPTR_0729s00200.1	288.4235652	65.57704972	-4.39823942	74	29	0	0	46	DEG	AT1G19020.1
POPTR_0001s04120.1	60.65163452	23.62458261	-2.567310311	80	390	4.00E-04	0.028537313	152	DEG	AT1G55340.1
POPTR_0007s01570.1	5.79570802	14.06349425	2.426536017	501	2349	7.00E-04	0.031271028	171	DEG	AT2G43490.4
